pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
CoRoT-8,b,CoRoT-8 b,Transit,0,1,6.21229,0.063,0,88.4,0.22,Mass,0.57,1.6,0,0,0,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380,325.03,14.8,V (Johnson),14.22,5080,0.88,0.77,5/14/14,CoRoT
CoRoT-9,b,CoRoT-9 b,Transit,0,1,95.272656,0.4021,0.133,89.9,0.84,Mass,1.066,0.86,0,0,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,417.89,13.69,V (Johnson),13.501,5625,0.96,0.96,12/14/17,CoRoT
CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,0,1,6.71837,0.071,,89,0.15,Mass,0.57,1.1,0,0,0,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.2,586.2,,,13.587,5970,1.08,0.79,9/15/17,CoRoT
DE CVn,b,DE CVn b,Eclipse Timing Variations,0,1,4098.1,5.75,0,86,12.0293,Msin(i)/sin(i),,,0,0,0,0,13h26m53.27s,201.721958,+45d32m46.69s,45.546303,30.55,30.55,,,11.975,,0.51,,7/11/19,Multiple Facilities
DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,Astrometry,0,1,246.36,0.36,0.345,56.6,28.5,Mass,,,0,0,0,0,08h23m03.13s,125.76305,-49d12m01.3s,-49.200359,20.77,20.67,,,18.558,,0.07,,5/14/14,Paranal Observatory
DH Tau,b,DH Tau b,Imaging,0,1,,330,,,11,Mass,,,0,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,140,135.35,,,12.496,,0.33,0.27,5/14/14,Subaru Telescope
DMPP-1,b,DMPP-1 b,Radial Velocity,0,4,18.57,0.1462,0.083,,0.07636,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62,62.65,7.981,V (Johnson),7.85,6196,1.21,1.26,1/30/20,La Silla Observatory
DMPP-1,c,DMPP-1 c,Radial Velocity,0,4,6.584,0.0733,0.057,,0.0302,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62,62.65,7.981,V (Johnson),7.85,6196,1.21,1.26,1/30/20,La Silla Observatory
DMPP-1,d,DMPP-1 d,Radial Velocity,0,4,2.882,0.0422,0.07,,0.01054,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62,62.65,7.981,V (Johnson),7.85,6196,1.21,1.26,1/30/20,La Silla Observatory
DMPP-1,e,DMPP-1 e,Radial Velocity,0,4,5.516,0.0651,0.07,,0.01299,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62,62.65,7.981,V (Johnson),7.85,6196,1.21,1.26,1/30/20,La Silla Observatory
DMPP-2,b,DMPP-2 b,Radial Velocity,0,1,5.2072,0.0664,0.078,,0.437,Msini,,,0,0,0,1,01h49m37.89s,27.407873,-34d27m32.9s,-34.459129,134,138.49,8.567,V (Johnson),8.458,6500,1.44,1.78,1/30/20,Multiple Facilities
DMPP-3 A,b,DMPP-3 A b,Radial Velocity,0,1,6.6732,0.0662,0.14,,0.00812,Msini,,,0,0,0,1,06h06m29.85s,91.624382,-72d30m45.6s,-72.512665,48.9,46.95,9.066,V (Johnson),8.854,5138,0.87,0.91,1/30/20,La Silla Observatory
DP Leo,b,DP Leo b,Eclipse Timing Variations,0,1,10220,8.19,0.39,,6.05,Msini,,,0,0,0,0,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,305.06,305.06,,,18.633,13500,,0.01,5/14/14,Yunnan Astronomical Observatory
DS Tuc A,b,DS Tuc A b,Transit,0,1,8.138268,,0,89.5,,,0.509,,0,0,0,1,23h39m39.48s,354.91449,-69d11m44.7s,-69.195747,44.12,44.12,8.469,V (Johnson),8.319,5428,1.01,0.96,7/11/19,Transiting Exoplanet Survey Satellite (TESS)
EPIC 201170410,b,EPIC 201170410.02,Transit,0,1,6.7987,0.0349,0,89.002,,,0.093,,0,0,1,0,11h20m33.79s,170.140808,-04d48m25.0s,-4.806941,134,,15.673,Kepler-band,16.439,3648,0.29,0.28,11/19/20,K2
EPIC 201238110,b,EPIC 201238110 b,Transit,0,1,28.1656,,,,,,0.167,,0,0,1,0,11h58m49.42s,179.705933,-03d23m21.8s,-3.389389,159.98,159.98,14.904,Kepler-band,15.261,,0.41,,6/13/19,K2
EPIC 201497682,b,EPIC 201497682 b,Transit,0,1,2.13174,,,,,,0.062,,0,0,1,0,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,254.88,254.88,14.102,V (Johnson),13.737,,0.78,,6/13/19,K2
K2-166,c,EPIC 201615463 c,Transit,0,2,3.80464,,,,,,0.109,,0,0,1,0,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481,483.38,12.074,V (Johnson),11.946,,1.07,,6/13/19,K2
K2-16,d,EPIC 201754305 d,Transit,0,3,2.71578,,,,,,0.092,,0,0,1,0,11h40m23.34s,175.09726,+04d33m26.4s,4.55734,338.19,338.19,14.67,V (Johnson),14.323,,0.67,,6/13/19,K2
EPIC 201757695,b,EPIC 201757695.02,Transit,0,1,2.0478,0.0296,0,89.276,,,0.081,,0,0,1,0,11h35m45.25s,173.938522,+04d36m59.2s,4.616456,577.6,,15.02,V (Johnson),,4520,0.73,0.66,11/19/20,K2
K2-50,c,EPIC 201833600 c,Transit,0,2,3.96151,,,,,,0.089,,0,0,1,0,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,259.33,14.717,V (Johnson),14.258,,0.61,,6/13/19,K2
EPIC 201841433,b,EPIC 201841433 b,Transit,0,1,4.1698,0.035,,89.001,,,0.093,,0,0,1,0,11h40m49.63s,175.206772,+06d08m05.5s,6.134857,441.94,441.94,14.867,V (Johnson),14.589,5053,0.8,0.63,11/19/20,K2
K2-168,c,EPIC 205950854 c,Transit,0,2,8.050722,,,89.81,,,0.117,,0,0,1,1,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,245.56,12.291,V (Johnson),12.098,5502.7,0.88,0.83,8/15/19,K2
EPIC 206024342,b,EPIC 206024342 b,Transit,0,1,4.50756,,,,,,0.152,,0,0,1,0,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,373.81,373.81,13.116,V (Johnson),12.968,,0.93,,6/13/19,K2
EPIC 206032309,b,EPIC 206032309 b,Transit,0,1,2.87814,,,,,,0.09,,0,0,1,0,22h44m57.77s,341.240692,-13d54m03.3s,-13.900921,162.09,162.09,15.782,Kepler-band,16.069,,0.22,,6/13/19,K2
EPIC 206042996,b,EPIC 206042996 b,Transit,0,1,5.29711,,,,,,0.145,,0,0,1,0,22h30m03.26s,337.51358,-13d36m36.4s,-13.610113,457.27,457.27,16.743,V (Johnson),15.975,,0.56,,6/13/19,K2
EPIC 206215704,b,EPIC 206215704 b,Transit,0,1,2.25372,,,,,,0.08,,0,0,1,0,22h20m22.76s,335.094818,-09d30m34.3s,-9.509531,110.22,110.22,15.598,Kepler-band,16.172,,0.41,,6/13/19,K2
EPIC 206317286,b,EPIC 206317286 b,Transit,0,1,1.58252,,,,,,0.086,,0,0,1,0,22h30m28.22s,337.617584,-07d58m20.7s,-7.972406,317.2,317.2,14.051,V (Johnson),13.774,,0.71,,6/13/19,K2
EPIC 211822797,b,EPIC 211822797 b,Transit,0,1,21.169861,0.131,0.06,89.73,,,0.177,,0,0,1,1,08h41m38.49s,130.41037,+17d38m24.0s,17.640005,187.19,187.19,15.256,V (Johnson),14.526,4148.21,0.66,0.57,10/26/17,K2
EPIC 211945201,b,EPIC 211945201 b,Transit,0,1,19.49221,0.1493,,,,,0.514,,0,0,1,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,182.64,10.154,V (Johnson),10.051,6069,1.17,1.39,10/26/18,K2
EPIC 212297394,b,EPIC 212297394 b,Transit,0,1,2.28943,,,,,,0.118,,0,0,1,0,13h48m49.49s,207.206223,-17d36m35.7s,-17.609905,423.35,423.35,14.423,V (Johnson),14.186,,0.83,,6/13/19,K2
EPIC 212424622,b,EPIC 212424622 b,Transit,0,1,18.0983,,,,,,0.194,,0,0,1,0,13h29m19.54s,202.331421,-14d21m34.1s,-14.359463,622.67,622.67,13.354,V (Johnson),13.203,,1.11,,6/13/19,K2
EPIC 212499991,b,EPIC 212499991 b,Transit,0,1,34.885,,,,,,0.143,,0,0,1,0,13h29m57.30s,202.48877,-12d44m05.0s,-12.734723,285.61,285.61,13.552,V (Johnson),13.312,,0.91,,6/13/19,K2
EPIC 212587672,b,EPIC 212587672 b,Transit,0,1,15.2841,,,,,,0.1,,0,0,1,0,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,322.88,322.88,12.487,V (Johnson),12.204,,0.95,,6/13/19,K2
EPIC 212737443,b,EPIC 212737443 b,Transit,0,2,13.603,0.098,0.2,89.071,,,0.231,,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,339.46,14.836,V (Johnson),14.478,4684,0.69,0.67,7/25/19,K2
EPIC 212737443,c,EPIC 212737443 c,Transit,0,2,65.55,0.28,0.2,89.63,,,0.24,,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,339.46,14.836,V (Johnson),14.478,4684,0.69,0.67,7/25/19,K2
K2-282,c,EPIC 220554210 c,Transit,0,2,0.70531,,,,,,0.132,,0,0,1,0,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,503.46,14.042,V (Johnson),13.818,,0.94,,6/13/19,K2
EPIC 220674823,b,EPIC 220674823 b,Transit,0,2,0.571331,0.0134,,,,,0.162,,0,0,1,1,00h52m19.15s,13.07978,+10d47m40.9s,10.794699,246.1,246.29,12.102,V (Johnson),11.954,5617,0.97,0.98,10/26/18,K2
EPIC 220674823,c,EPIC 220674823 c,Transit,0,2,13.339079,0.1091,,,,,0.244,,0,0,1,1,00h52m19.15s,13.07978,+10d47m40.9s,10.794699,246.1,246.29,12.102,V (Johnson),11.954,5617,0.97,0.98,10/26/18,K2
EPIC 246851721,b,EPIC 246851721 b,Transit,0,1,6.180235,0.07229,,86.21,3,Mass,1.051,3.1,0,0,1,0,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.7,375.39,11.439,V (Johnson),11.255,6202,1.32,1.59,10/26/18,K2
EPIC 248847494,b,EPIC 248847494 b,Transit,0,1,3650,4.5,0,89.87,13,Mass,1.11,,0,0,1,0,10h37m33.42s,159.389267,+11d50m33.8s,11.842731,560,560.71,12.416,V (Johnson),12.172,4898,0.9,2.7,7/25/19,K2
EPIC 249893012,b,EPIC 249893012 b,Transit,0,3,3.5951,0.047,0.06,86.14,0.02753,Mass,0.174,6.39,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,324.22,11.428,V (Johnson),11.402,5430,1.05,1.71,2/13/20,K2
EPIC 249893012,c,EPIC 249893012 c,Transit,0,3,15.624,0.13,0.07,87.94,0.04616,Mass,0.327,1.62,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,324.22,11.428,V (Johnson),11.402,5430,1.05,1.71,2/13/20,K2
EPIC 249893012,d,EPIC 249893012 d,Transit,0,3,35.747,0.22,0.15,89.47,0.03203,Mass,0.352,0.91,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,324.22,11.428,V (Johnson),11.402,5430,1.05,1.71,2/13/20,K2
FU Tau,b,FU Tau b,Imaging,0,1,,800,,,16,Mass,,,0,0,0,1,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140,133.5,,,20.48,2838,0.05,,3/10/16,Spitzer Space Telescope
G 9-40,b,G 9-40 b,Transit,0,1,5.746007,0.0385,0,88.57,,,0.181,,0,0,1,0,08h58m52.35s,134.718109,+21d04m33.8s,21.076048,27.93,27.95,13.823,V (Johnson),12.733,3348,0.29,0.31,1/16/20,K2
GJ 1061,b,GJ 1061 b,Radial Velocity,0,3,3.204,0.021,0.31,,0.00431,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634,3.67,3.67,13.06,V (Johnson),10.989,2953,0.12,0.16,2/27/20,La Silla Observatory
GJ 1061,c,GJ 1061 c,Radial Velocity,0,3,6.689,0.035,0.29,,0.00547,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634,3.67,3.67,13.06,V (Johnson),10.989,2953,0.12,0.16,2/27/20,La Silla Observatory
GJ 1061,d,GJ 1061 d,Radial Velocity,0,3,13.031,0.054,0.53,,0.00516,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634,3.67,3.67,13.06,V (Johnson),10.989,2953,0.12,0.16,2/27/20,La Silla Observatory
GJ 1132,b,GJ 1132 b,Transit,0,2,1.628931,0.0153,0.22,,0.00522,Mass,0.101,6.3,0,0,0,2,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,12.62,13.49,V (Johnson),12.138,3270,0.18,0.21,6/4/20,Cerro Tololo Inter-American Observatory
GJ 1132,c,GJ 1132 c,Radial Velocity,0,2,8.929,0.0476,0.27,,0.00831,Msini,,,0,0,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,12.62,13.49,V (Johnson),12.138,3270,0.18,0.21,6/21/18,La Silla Observatory
GJ 1148,b,GJ 1148 b,Radial Velocity,0,2,41.38,0.166,0.38,,0.30425,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.02,11.92,V (Johnson),10.577,3264,0.35,0.4,10/19/17,W. M. Keck Observatory
GJ 1148,c,GJ 1148 c,Radial Velocity,0,2,532.58,0.912,0.342,,0.21414,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.02,11.92,V (Johnson),10.577,3264,0.35,0.4,10/19/17,Calar Alto Observatory
GJ 1214,b,GJ 1214 b,Transit,0,1,1.58040456,0.01411,,88.17,0.0197,Mass,0.254,1.49,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,14.65,14.65,15.1,V (Johnson),13.009,3026,0.15,0.22,12/3/15,MEarth Project
GJ 1252,b,GJ 1252 b,Transit,0,1,0.5182349,0.00916,0,85,0.00658,Mass,0.106,,0,0,0,0,20h27m42.06s,306.925235,-56d27m25.2s,-56.45699,20.38,20.38,12.193,V (Johnson),11.236,3458,0.38,0.39,2/13/20,Transiting Exoplanet Survey Satellite (TESS)
GJ 1265,b,GJ 1265 b,Radial Velocity,0,1,3.6511,0.026,0.04,,0.02328,Msini,,,0,0,0,0,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,10.26,13.57,V (Johnson),12.081,3236,0.18,0.19,12/6/18,Calar Alto Observatory
GJ 143,b,GJ 143 b,Transit,0,2,35.61253,0.1915,0.188,89.33,0.07142,Mass,0.233,7,0,0,0,1,03h26m59.22s,51.746769,-63d29m56.8s,-63.4991,16.33,16.33,7.87,V (Johnson),7.679,4640,0.73,0.69,4/25/19,Transiting Exoplanet Survey Satellite (TESS)
GJ 15 A,b,GJ 15 A b,Radial Velocity,1,2,11.4407,0.072,0.094,,0.00953,Msini,,,0,0,0,1,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,3.56,8.08,V (Johnson),7.216,3607,0.38,0.38,10/10/19,W. M. Keck Observatory
GJ 15 A,c,GJ 15 A c,Radial Velocity,0,2,7600,5.4,0.27,,0.11327,Msini,,,0,0,0,0,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,3.56,8.08,V (Johnson),7.216,3607,0.38,0.38,10/10/19,Roque de los Muchachos Observatory
GJ 160.2,b,GJ 160.2 b,Radial Velocity,0,1,5.2354,0.053,0.06,,0.03209,Msini,,,0,0,0,0,04h06m34.84s,61.645172,-20d51m11.2s,-20.853121,25.88,25.88,9.68,V (Johnson),9.202,4347,0.69,,10/10/19,Multiple Observatories
GJ 163,b,GJ 163 b,Radial Velocity,0,3,8.63182,0.0607,0.073,,0.03335,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,15.14,11.81,V (Johnson),10.677,3500,0.4,,1/26/17,La Silla Observatory
GJ 163,c,GJ 163 c,Radial Velocity,0,3,25.63058,0.1254,0.099,,0.0214,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,15.14,11.81,V (Johnson),10.677,3500,0.4,,1/26/17,La Silla Observatory
GJ 163,d,GJ 163 d,Radial Velocity,0,3,603.95116,1.0304,0.373,,0.0925,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,15.14,11.81,V (Johnson),10.677,3500,0.4,,1/26/17,La Silla Observatory
GJ 179,b,GJ 179 b,Radial Velocity,0,1,2288,2.41,0.21,,0.82,Msini,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,12.36,12,V (Johnson),10.706,3370,0.36,0.38,5/14/14,W. M. Keck Observatory
GJ 180,b,GJ 180 b,Radial Velocity,0,3,17.133,0.092,0.07,,0.02042,Msini,,,0,0,0,0,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,11.94,10.91,V (Johnson),9.934,,0.43,,2/13/20,Multiple Observatories
GJ 180,c,GJ 180 c,Radial Velocity,0,3,24.329,0.129,0.09,,0.02014,Msini,,,0,0,0,0,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,11.94,10.91,V (Johnson),9.934,,0.43,,10/10/19,Multiple Observatories
GJ 180,d,GJ 180 d,Radial Velocity,0,3,106.3,0.309,0.14,,0.02379,Msini,,,0,0,0,0,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,11.94,10.91,V (Johnson),9.934,,0.43,,2/13/20,Multiple Facilities
GJ 2056,b,GJ 2056 b,Radial Velocity,0,1,69.971,0.283,0.72,,0.05097,Msini,,,0,0,0,0,07h12m04.81s,108.020042,-24d53m31.5s,-24.89209,28.47,28.47,10.37,V (Johnson),9.723,,0.62,,9/3/20,Multiple Observatories
GJ 229,c,GJ 229 A c,Radial Velocity,0,2,121.995,0.339,0.19,,0.02287,Msini,,,0,0,0,0,06h10m34.62s,92.644234,-21d51m52.7s,-21.864643,5.76,5.76,8.14,V (Johnson),7.307,,0.58,,2/13/20,Multiple Facilities
GJ 229,b,GJ 229 b,Radial Velocity,0,2,526.115,0.898,0.1,,0.02667,Msini,,,0,0,0,0,06h10m34.62s,92.644234,-21d51m52.7s,-21.864643,5.76,5.76,8.14,V (Johnson),7.307,,0.58,,2/13/20,Multiple Observatories
GJ 27.1,b,GJ 27.1 b,Radial Velocity,0,1,15.819,0.101,0.08,,0.0409,Msini,,,0,0,0,0,00h39m58.82s,9.995098,-44d15m11.6s,-44.25322,23.62,23.62,11.42,V (Johnson),10.579,3542,0.53,,10/10/19,Multiple Observatories
GJ 273,b,GJ 273 b,Radial Velocity,0,2,18.6498,0.091101,0.1,,0.00909,Msini,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.8,,9.872,V (Johnson),,3382,0.29,0.29,3/30/17,La Silla Observatory
GJ 273,c,GJ 273 c,Radial Velocity,0,2,4.7234,0.036467,0.17,,0.00371,Msini,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.8,,9.872,V (Johnson),,3382,0.29,0.29,3/30/17,La Silla Observatory
GJ 3021,b,GJ 3021 b,Radial Velocity,0,1,133.71,0.49,0.511,,3.37,Msini,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.56,17.56,6.59,V (Johnson),6.394,5540,0.9,0.9,5/14/14,La Silla Observatory
GJ 3082,b,GJ 3082 b,Radial Velocity,0,1,11.949,0.079,0.22,,0.0258,Msini,,,0,0,0,0,01h14m34.20s,18.64249,-53d56m31.6s,-53.942116,16.63,16.63,11.077,V (Johnson),10.201,,0.47,,2/13/20,Multiple Facilities
GJ 3138,b,GJ 3138 b,Radial Velocity,0,3,1.22003,0.0197,0.19,,0.0056,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.98,V (Johnson),10.192,3717,0.68,0.5,3/30/17,La Silla Observatory
GJ 3138,c,GJ 3138 c,Radial Velocity,0,3,5.974,0.057,0.11,,0.01315,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.98,V (Johnson),10.192,3717,0.68,0.5,3/30/17,La Silla Observatory
GJ 3138,d,GJ 3138 d,Radial Velocity,0,3,257.8,0.698,0.32,,0.03304,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.98,V (Johnson),10.192,3717,0.68,0.5,3/30/17,La Silla Observatory
GJ 317,b,GJ 317 b,Radial Velocity,0,2,695.66,1.151,0.07,,1.75282,Msini,,,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,15.2,11.97,V (Johnson),10.754,,0.42,,9/3/20,W. M. Keck Observatory
GJ 317,c,GJ 317 c,Radial Velocity,0,2,6739.323,5.23,0.17,,1.64396,Msini,,,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,15.2,11.97,V (Johnson),10.754,,0.42,,9/3/20,W. M. Keck Observatory
GJ 328,b,GJ 328 b,Radial Velocity,0,1,4100,4.5,0.37,,2.3,Msini,,,0,0,0,0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.54,20.54,9.97,V (Johnson),9.286,3900,0.69,,5/14/14,McDonald Observatory
GJ 3293,b,GJ 3293 b,Radial Velocity,0,4,30.5987,0.14339,0.06,,0.07406,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,20.2,11.962,V (Johnson),10.979,3466,0.42,0.4,3/30/17,La Silla Observatory
GJ 3293,c,GJ 3293 c,Radial Velocity,0,4,122.6196,0.36175,0.11,,0.06636,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,20.2,11.962,V (Johnson),10.979,3466,0.42,0.4,3/30/17,La Silla Observatory
GJ 3293,d,GJ 3293 d,Radial Velocity,0,4,48.1345,0.19394,0.12,,0.02391,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,20.2,11.962,V (Johnson),10.979,3466,0.42,0.4,3/30/17,La Silla Observatory
GJ 3293,e,GJ 3293 e,Radial Velocity,0,4,13.2543,0.08208,0.21,,0.01032,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,20.2,11.962,V (Johnson),10.979,3466,0.42,0.4,3/30/17,La Silla Observatory
GJ 3323,b,GJ 3323 b,Radial Velocity,0,2,5.3636,0.03282,0.23,,0.00636,Msini,,,0,0,0,0,05h01m57.43s,75.48928,-06d56m46.5s,-6.946263,5.32,5.38,12.22,V (Johnson),10.647,3159,0.16,0.12,3/30/17,La Silla Observatory
GJ 3323,c,GJ 3323 c,Radial Velocity,0,2,40.54,0.1264,0.17,,0.00727,Msini,,,0,0,0,0,05h01m57.43s,75.48928,-06d56m46.5s,-6.946263,5.32,5.38,12.22,V (Johnson),10.647,3159,0.16,0.12,3/30/17,La Silla Observatory
GJ 3341,b,GJ 3341 b,Radial Velocity,0,1,14.207,0.089,0.31,,0.0208,Msini,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,23.16,23.64,12.08,V (Johnson),11.103,3526,0.47,0.44,12/3/14,La Silla Observatory
GJ 338 B,b,GJ 338 B b,Radial Velocity,0,1,24.45,0.141,0.11,,0.03231,Msini,,,0,0,0,0,09h14m24.70s,138.602905,+52d41m10.9s,52.686375,6.33,6.33,7.7,V (Johnson),7.048,4005,0.64,0.58,7/9/20,Calar Alto Observatory
GJ 3470,b,GJ 3470 b,Radial Velocity,0,1,3.3366496,0.0355,,89.13,0.04373,Mass,0.408,0.8,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,29.45,29.45,12.33,V (Johnson),11.354,3600,0.54,0.55,9/29/16,La Silla Observatory
GJ 3473,b,GJ 3473 b,Transit,0,2,1.1980035,0.01589,0,87.95,0.00585,Mass,0.113,5.03,0,0,0,0,08h02m22.88s,120.595336,+03d20m19.7s,3.338795,27.39,27.39,,,12.465,3347,0.36,0.36,10/22/20,Transiting Exoplanet Survey Satellite (TESS)
GJ 3473,c,GJ 3473 c,Radial Velocity,0,2,15.509,0.0876,0,,0.02331,Msini,,,0,0,0,0,08h02m22.88s,120.595336,+03d20m19.7s,3.338795,27.39,27.39,,,12.465,3347,0.36,0.36,10/22/20,Multiple Observatories
GJ 3512,b,GJ 3512 b,Radial Velocity,0,1,203.59,0.338,0.4356,,0.463,Msini,,,0,0,0,0,08h41m20.13s,130.333891,+59d29m50.6s,59.497391,9.49,9.49,15.05,V (Johnson),13.112,3081,0.12,0.14,10/10/19,Calar Alto Observatory
GJ 357,b,GJ 357 b,Transit,0,3,3.93072,0.035,,89.12,0.00579,Mass,0.109,5.6,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.92,V (Johnson),9.88,3505,0.34,0.34,8/15/19,Transiting Exoplanet Survey Satellite (TESS)
GJ 357,c,GJ 357 c,Radial Velocity,0,3,9.1247,0.061,,,0.0107,Msini,,,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.92,V (Johnson),9.88,3505,0.34,0.34,8/1/19,Multiple Observatories
GJ 357,d,GJ 357 d,Radial Velocity,0,3,55.661,0.204,,,0.01919,Msini,,,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.92,V (Johnson),9.88,3505,0.34,0.34,8/1/19,Multiple Observatories
GJ 3634,b,GJ 3634 b,Radial Velocity,0,1,2.64561,0.0287,0.08,59,0.026,Mass,,,0,0,0,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.8,20.39,11.93,V (Johnson),10.923,,0.45,0.43,8/21/14,La Silla Observatory
GJ 3779,b,GJ 3779 b,Radial Velocity,0,1,3.0232,0.026,0.07,,0.02517,Msini,,,0,0,0,0,13h22m56.74s,200.736403,+24d28m03.5s,24.467626,13.75,13.75,12.96,V (Johnson),11.627,3324,0.27,0.28,12/6/18,Calar Alto Observatory
GJ 3942,b,GJ 3942 b,Radial Velocity,0,1,6.905,0.0608,0.121,,0.02246,Msini,,,0,0,0,0,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.94,16.94,10.25,V (Johnson),9.408,3867,0.63,0.61,12/21/17,Roque de los Muchachos Observatory
GJ 3998,b,GJ 3998 b,Radial Velocity,0,2,2.64977,0.029,0,,0.00777,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,18.16,10.83,V (Johnson),9.983,3722,0.5,0.49,7/28/16,Roque de los Muchachos Observatory
GJ 3998,c,GJ 3998 c,Radial Velocity,0,2,13.74,0.089,0.049,,0.0197,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,18.16,10.83,V (Johnson),9.983,3722,0.5,0.49,7/28/16,Roque de los Muchachos Observatory
